	Movie	Month	Day	Release Year	Budget($M)	Domestic Gross($M)	Worldwide Gross($M)	URL	Language	Country	Genre	CastID	Rating	DirectorID
2851	Harriet the Spy	Jul	10	1996	13.0	26.570048	26.570048	/title/tt0116493/?ref_=fn_al_tt_1	['English', 'Spanish', 'Latin']	['S']	['Comedy', 'Drama', 'Family']	['nm0005502/', 'nm0808376/', 'nm0156345/', 'nm0005280/', 'nm0810397/', 'nm0431451/', 'nm0457755/', 'nm0838000/', 'nm0453712/', 'nm0140760/']	7.5	nm0169874
2852	21 and Over	Mar	1	2013	13.0	25.68238	42.195766	/title/tt1711425/?ref_=fn_al_tt_1	['French']	['Canada', 'USA', 'Mexico']	['Comedy']	['nm1886602/', 'nm2799457/', 'nm2014390/', 'nm0942792/', 'nm1947831/', 'nm0154236/', 'nm1428690/', 'nm1731694/', 'nm4625866/', 'nm2374841/']	6.6	nm0001874
2853	The Mist	Nov	21	2007	13.0	25.593755	57.189408	/title/tt5639976/?ref_=fn_al_tt_1	['English']	['France', 'Belgium', 'Luxembourg']	['Drama', 'Horror']	['nm1767528/', 'nm1451415/', 'nm6262342/', 'nm4439530/', 'nm2768619/', 'nm4057514/', 'nm1496294/', 'nm5210480/', 'nm0175814/', 'nm0065942/']	7.6	
2854	Ex Machina	Apr	10	2015	13.0	25.440971	37.065887	/title/tt0470752/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Mystery', 'Sci-Fi']	['nm1727304/', 'nm2539953/', 'nm1209966/', 'nm4420495/', 'nm0424819/', 'nm7048733/', 'nm5883179/', 'nm7232418/', 'nm4031531/', 'nm6045387/']	7.0	nm0410494
2855	Being John Malkovich	Oct	29	1999	13.0	22.858926	32.382381	/title/tt0120601/?ref_=fn_al_tt_1	['English']	['USA', 'Ireland']	['Comedy', 'Drama', 'Fantasy']	['nm0000131/', 'nm0000139/', 'nm0068709/', 'nm0918435/', 'nm0484099/', 'nm0818055/', 'nm0005316/', 'nm0004730/', 'nm0001416/', 'nm0230151/']	3.4	nm0000490
2856	Two Can Play That Game	Sep	7	2001	13.0	22.235901	22.39145	/title/tt0269341/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Romance']	['nm0000407/', 'nm0004820/', 'nm0026364/', 'nm0005517/', 'nm0733185/', 'nm0005067/', 'nm0594898/', 'nm0936403/', 'nm0113140/', 'nm0925920/']	6.3	nm0001674
2857	Eye in the Sky	Mar	11	2016	13.0	18.704596	32.848185	/title/tt2057392/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Thriller', 'War']	['nm7982975/', 'nm6784316/', 'nm7982976/', 'nm0000545/', 'nm7982977/', 'nm7982978/', 'nm0666739/', 'nm1959501/', 'nm1002599/', 'nm5539110/']	6.0	nm0684336
2858	Admission	Mar	22	2013	13.0	18.007317	18.733666	/title/tt1814621/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama', 'Romance']	['nm0275486/', 'nm0361715/', 'nm1344966/', 'nm2391794/', 'nm4964854/', 'nm0005349/', 'nm0748620/', 'nm0001728/', 'nm0193736/', 'nm0919525/']	6.8	nm0914134
2859	The Perks of Being a Wallflower	Sep	21	2012	13.0	17.742948	33.069303	/title/tt1659337/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance']	['nm0503567/', 'nm0001518/', 'nm0005532/', 'nm4326490/', 'nm2215447/', 'nm3297724/', 'nm4022313/', 'nm2400045/', 'nm1002609/', 'nm3400186/']	5.4	nm0777300
2860	crazy/beautiful	Jun	29	2001	13.0	16.929123	19.929123	/title/tt0250224/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance']	['nm0000379/', 'nm0379596/', 'nm0001117/', 'nm1007810/', 'nm1008574/', 'nm1006822/', 'nm0596789/', 'nm0820562/', 'nm0421087/', 'nm0543383/']	4.4	nm0506613
2861	54	Aug	28	1998	13.0	16.757163	16.757163	/title/tt0120577/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Music']	['nm0000202/', 'nm0000161/', 'nm0000117/', 'nm0000196/', 'nm0000688/', 'nm0005227/', 'nm0834606/', 'nm0016687/', 'nm0558950/', 'nm0420937/']	6.3	nm0773603
2862	Room	Oct	16	2015	13.0	14.677674	36.226429	/title/tt3170832/?ref_=fn_al_tt_1	['English']	['USA']	['Drama']	['nm0488953/', 'nm5016878/', 'nm0108703/', 'nm0187724/', 'nm3223622/', 'nm0330438/', 'nm0115760/', 'nm0684187/', 'nm0000260/', 'nm4523607/']	8.6	nm0276062
2863	Letters from Iwo Jima	Dec	20	2006	13.0	13.756082	67.867998	/title/tt0498380/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'History', 'War']	['nm0913822/', 'nm0632497/', 'nm0407296/', 'nm1076976/', 'nm1217394/', 'nm1073975/', 'nm2258717/', 'nm1452105/', 'nm1686317/', 'nm2011629/']	7.0	nm0346550
2864	Män som hatar kvinnor	May	29	2009	13.0	12.749992	109.421911	/title/tt1132620/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Mystery', 'Thriller']	['nm0638824/', 'nm0636426/', 'nm0256890/', 'nm0851422/', 'nm0352195/', 'nm0027800/', 'nm0481217/', 'nm0386335/', 'nm0334689/', 'nm0297083/']	7.7	nm0001282
2865	The Astronaut Farmer	Feb	23	2007	13.0	11.003643	11.141213	/title/tt0469263/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Drama', 'Sci-Fi']	['nm0000671/', 'nm0000515/', 'nm1302735/', 'nm2523928/', 'nm2523920/', 'nm0001136/', 'nm0689185/', 'nm0340973/', 'nm0625789/', 'nm0520199/']	7.4	nm0637518
2866	Dirty Work	Jun	12	1998	13.0	10.020081	10.020081	/title/tt0120654/?ref_=fn_al_tt_1	['English', 'Russian', 'Spanish']	['USA']	['Comedy']	['nm0005172/', 'nm0912001/', 'nm0005119/', 'nm0005025/', 'nm0725543/', 'nm0001520/', 'nm0000331/', 'nm0717198/', 'nm2491398/', 'nm0796385/']	5.9	nm0005139
2867	Woo	May	8	1998	13.0	8.064972	8.064972	/title/tt0120531/?ref_=fn_al_tt_1	['English', 'German']	['USA']	['Comedy', 'Romance']	['nm0000586/', 'nm0203508/', 'nm0552222/', 'nm0707780/', 'nm0372627/', 'nm0152638/', 'nm0005294/', 'nm0005112/', 'nm0878152/', 'nm0805511/']	6.4	nm0139461
2868	Serial Mom	Apr	13	1994	13.0	7.881335	7.881335	/title/tt0111127/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Crime', 'Thriller']	['nm0000678/', 'nm0001832/', 'nm0001442/', 'nm0000498/', 'nm0605021/', 'nm0534249/', 'nm0923529/', 'nm0242973/', 'nm0395417/', 'nm0831467/']	7.4	nm0254632
2869	Dick	Aug	4	1999	13.0	6.276869	6.276869	/name/nm0000009/?ref_=fn_al_nm_1	['English']	['USA']	[]	['', '', '', '', '', '', '', '', '', '']	8.0	nm0412465
2870	Light It Up	Nov	10	1999	13.0	5.871603	5.871603	/title/tt0172726/?ref_=fn_al_tt_1	['English', 'Spanish', 'Hindi']	['USA']	['Drama', 'Thriller']	['nm0713378/', 'nm0001845/', 'nm0206257/', 'nm0722647/', 'nm0000555/', 'nm0823507/', 'nm0004960/', 'nm0004286/', 'nm0877270/', 'nm0689269/']	5.4	nm0001661
2871	Bubble Boy	Aug	24	2001	13.0	5.00231	5.00231	/title/tt0258470/?ref_=fn_al_tt_1	['English', 'German', 'French', 'Russian', 'Arabic', 'Italian']	['USA']	['Adventure', 'Comedy', 'Romance']	['nm0350453/', 'nm0001436/', 'nm0005420/', 'nm0001803/', 'nm0002253/', 'nm0873942/', 'nm0792156/', 'nm0313364/', 'nm0186498/', 'nm0818880/']	6.4	nm0267309
2872	Birthday Girl	Feb	1	2002	13.0	4.919896	8.130727	/title/tt0188453/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Crime', 'Thriller']	['nm0000173/', 'nm0001035/', 'nm0001993/', 'nm0440913/', 'nm0262936/', 'nm0542118/', 'nm0035602/', 'nm0680766/', 'nm0570584/', 'nm0587950/']	5.9	nm0720297
2873	Resurrecting the Champ	Aug	24	2007	13.0	3.172382	3.260555	/title/tt0416185/?ref_=fn_al_tt_1	['English', 'Hebrew']	['USA']	['Drama', 'Sport']	['nm0000168/', 'nm0001326/', 'nm0606700/', 'nm2023672/', 'nm0000257/', 'nm0629697/', 'nm0000159/', 'nm0789831/', 'nm0762191/', 'nm0001601/']	6.7	nm0518836
2874	Chloe	Mar	26	2010	13.0	3.075255	11.831131	/title/tt1352824/?ref_=fn_al_tt_1	['English']	['UK', 'USA']	['Drama', 'Mystery', 'Romance']	['nm0000194/', 'nm0000553/', 'nm1086543/', 'nm1302735/', 'nm0861075/', 'nm2400045/', 'nm0892601/', 'nm0451364/', 'nm0213671/', 'nm1990511/']	7.0	nm0989998
2875	The Widow of St. Pierre	Mar	2	2001	13.0	3.05838	3.05838	/title/tt0191636/?ref_=fn_al_tt_1	['English']	['UK', 'USA', 'France']	['Drama', 'History', 'Romance']	['nm0000300/', 'nm0000809/', 'nm0001437/', 'nm0239816/', 'nm0536162/', 'nm0153340/', 'nm0238884/', 'nm0156737/', 'nm0489465/', 'nm0871909/']	6.9	nm0954848
2876	Faithful	Apr	5	1996	13.0	2.104439	2.104439	/title/tt0116269/?ref_=fn_al_tt_1	['English']	['UK']	['Comedy', 'Crime', 'Drama']	['nm0000333/', 'nm0001590/', 'nm0641939/', 'nm0005196/', 'nm0807291/', 'nm0502945/', 'nm0621943/', 'nm0818880/', 'nm0942482/', 'nm0547758/']	5.3	nm0000487
2877	Un Prophète	Feb	26	2010	13.0	2.08772	19.910624	/title/tt1235166/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Drama']	['nm2588665/', 'nm0034390/', 'nm1513288/', 'nm3024530/', 'nm1311741/', 'nm2765676/', 'nm0169398/', 'nm3595493/', 'nm0059971/', 'nm0621932/']	7.7	nm0002132
2878	The Vatican Tapes	Jul	24	2015	13.0	1.784763	12.986189	/title/tt1524575/?ref_=fn_al_tt_1	['English']	['USA']	['Horror', 'Thriller']	['nm2772584/', 'nm0024511/', 'nm0779084/', 'nm0671567/', 'nm0027800/', 'nm0005023/', 'nm0005370/', 'nm1403732/', 'nm0031679/', 'nm0357036/']	5.4	nm0001331
2879	Find Me Guilty	Mar	17	2006	13.0	1.173673	2.898225	/title/tt0419749/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Biography', 'Comedy', 'Crime']	['nm0004874/', 'nm0733678/', 'nm0682886/', 'nm0214129/', 'nm0337106/', 'nm0744336/', 'nm0068633/', 'nm0096637/', 'nm0012376/', 'nm0699760/']	6.3	nm1732981
2880	Excessive Force	May	14	1993	13.0	1.152117	1.152117	/title/tt0104215/?ref_=fn_al_tt_1	['English']	['USA', 'Canada']	['Action']	['nm0001299/', 'nm0000448/', 'nm0000469/', 'nm0865302/', 'nm0949350/', 'nm0139175/', 'nm0190513/', 'nm0216312/', 'nm0258342/', 'nm0258353/']	7.8	nm0442241
2881	Infamous	Oct	13	2006	13.0	1.15133	2.613717	/title/tt0420609/?ref_=fn_al_tt_1	['English']	['USA']	['Biography', 'Crime', 'Drama']	['nm0000244/', 'nm0429363/', 'nm0000569/', 'nm0000113/', 'nm0000618/', 'nm0000953/', 'nm2405250/', 'nm0001099/', 'nm0185819/', 'nm2405246/']	5.3	nm0386570
2882	Attack the Block	Jul	29	2011	13.0	1.024175	6.459183	/title/tt1478964/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Comedy', 'Sci-Fi']	['nm2092886/', 'nm3915784/', 'nm3906429/', 'nm3915728/', 'nm2621030/', 'nm3947802/', 'nm0565236/', 'nm3906046/', 'nm3906404/', 'nm3914888/']	6.6	nm0501435
2883	Brothers	Aug	14	2015	13.0	0.656688	17.856688	/title/tt0765010/?ref_=fn_al_tt_1	['English', 'Spanish', 'Korean']	['USA']	['Drama', 'Thriller', 'War']	['nm0001497/', 'nm0350453/', 'nm0000204/', 'nm0001731/', 'nm0001858/', 'nm1933128/', 'nm2855622/', 'nm1005514/', 'nm0004286/', 'nm1659547/']	6.7	nm0405374
2884	The Claim	Dec	29	2000	13.0	0.622023	1.375635	/title/tt0218378/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance', 'Western']	['nm0611932/', 'nm0000170/', 'nm0004747/', 'nm0000176/', 'nm0001631/', 'nm0376602/', 'nm0724995/', 'nm0569336/', 'nm0083287/', 'nm0564805/']	6.6	nm0322242
2885	In The Land of Blood and Honey	Dec	23	2011	13.0	0.303877	0.509193	/title/tt1714209/?ref_=fn_al_tt_1	['English', 'French', 'Russian']	['USA', 'UK']	['Drama', 'Romance', 'War']	['nm1323562/', 'nm1336552/', 'nm0784884/', 'nm0322963/', 'nm0229314/', 'nm0229301/', 'nm1426138/', 'nm2847544/', 'nm4096341/', 'nm1254426/']	7.0	nm0024622
2886	The Killer Inside Me	Jun	18	2010	13.0	0.217277	3.617277	/title/tt0954947/?ref_=fn_al_tt_1	['English', 'Portuguese']	['USA', 'Canada', 'Mexico']	['Crime', 'Drama', 'Thriller']	['nm0000729/', 'nm0005028/', 'nm0004695/', 'nm0000885/', 'nm0000480/', 'nm0101005/', 'nm0048932/', 'nm0000597/', 'nm0109785/', 'nm0536866/']	8.4	nm0589284
2887	Womb	Mar	30	2012	13.0	0.0	0.0	/title/tt1216520/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance', 'Sci-Fi']	['nm1200692/', 'nm1741002/', 'nm0544334/', 'nm0927835/', 'nm0529601/', 'nm2356940/', 'nm3382410/', 'nm2782940/', 'nm3770777/', 'nm1164730/']	7.6	nm0001469
2888	The Call	Mar	15	2013	12.8	51.872378	69.821476	/title/tt1911644/?ref_=fn_al_tt_1	['English', 'Hebrew', 'Russian']	['USA']	['Crime', 'Thriller']	['nm0000932/', 'nm1113550/', 'nm0004820/', 'nm1002664/', 'nm3002635/', 'nm0408284/', 'nm0532461/', 'nm0959242/', 'nm0005173/', 'nm2065398/']	5.4	nm0004716
2889	Operation Chromite	Aug	5	2016	12.7	1.02272	50.012562	/title/tt4939066/?ref_=fn_al_tt_1	['English', 'French']	['USA']	['Action', 'Drama', 'History']	['nm0497631/', 'nm0000553/', 'nm1045934/', 'nm8376569/', 'nm2805228/', 'nm6814472/', 'nm0432550/', 'nm4538336/', 'nm5004187/', '']	7.0	nm0141961
2890	Crocodile Hunter: Collision Course	Jul	12	2002	12.5	28.436931	33.436931	/title/tt0305396/?ref_=fn_al_tt_1	['English']	['UK', 'C', 'USA', 'Germany', 'Bahamas', 'Italy']	['Action', 'Adventure', 'Comedy']	['nm0410455/', 'nm0410457/', 'nm0844294/', 'nm0920992/', 'nm0401522/', 'nm0949237/', 'nm0710408/', 'nm0063571/', 'nm0060561/', 'nm0896509/']	6.6	nm0160840
2891	Machete	Sep	3	2010	12.5	26.593646	46.37097	/title/tt0985694/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Crime', 'Thriller']	['nm0001803/', 'nm0000134/', 'nm0004695/', 'nm0000219/', 'nm0735442/', 'nm0001194/', 'nm0001507/', 'nm0000467/', 'nm0924154/', 'nm0517820/']	6.0	nm0726638
2892	Antwone Fisher	Dec	19	2002	12.5	21.078145	23.367586	/title/tt0168786/?ref_=fn_al_tt_1	['English']	['USA']	['Biography', 'Drama']	['nm1035682/', 'nm1287636/', 'nm0388144/', 'nm0000243/', 'nm0117146/', 'nm0724757/', 'nm1120315/', 'nm0779440/', 'nm0175305/', 'nm0328955/']	5.7	nm0462277
2893	La Guerre du feu	Feb	12	1982	12.5	20.959585	20.959585	/title/tt0082484/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Drama', 'History']	['nm0569239/', 'nm0000579/', 'nm0252832/', 'nm0001044/', 'nm0777229/', 'nm1874510/', 'nm0094958/', 'nm0454338/', 'nm0771391/', 'nm0318633/']	6.2	nm0107774
2894	The Emperor's Club	Nov	22	2002	12.5	14.06095	16.193713	/title/tt0283530/?ref_=fn_al_tt_1	['English']	['USA']	['Drama']	['nm0000177/', 'nm0386472/', 'nm0001110/', 'nm0001555/', 'nm0001346/', 'nm0950867/', 'nm0200452/', 'nm1031274/', 'nm0251986/', 'nm0589804/']	5.9	nm0344259
2895	True Romance	Sep	10	1993	12.5	12.281	12.30998	/title/tt0108399/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Drama', 'Romance']	['nm0000225/', 'nm0000099/', 'nm0000454/', 'nm0000174/', 'nm0000198/', 'nm0000093/', 'nm0000686/', 'nm0001621/', 'nm0000168/', 'nm0001650/']	6.6	nm0000338
2896	Sorority Row	Sep	11	2009	12.5	11.965282	26.735797	/title/tt1232783/?ref_=fn_al_tt_1	['English']	['UK', 'USA']	['Horror', 'Mystery']	['nm3338979/', 'nm2291542/', 'nm3321694/', 'nm0069699/', 'nm3166852/', 'nm0263759/', 'nm3186286/', 'nm0366106/', 'nm0932454/', 'nm1512166/']	6.3	nm1429471
2897	Glengarry Glen Ross	Sep	30	1992	12.5	10.725228	10.725228	/title/tt0104348/?ref_=fn_al_tt_1	['English']	['USA', 'Germany', 'UK']	['Crime', 'Drama', 'Mystery']	['nm0000199/', 'nm0000493/', 'nm0000285/', 'nm0000273/', 'nm0000438/', 'nm0000228/', 'nm0000596/', 'nm0022883/', 'nm0161980/', 'nm0125084/']	6.3	nm0000682
2898	The Boy in the Striped Pajamas	Nov	7	2008	12.5	9.046156	44.083403	/title/tt0914798/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Drama', 'War']	['nm2633535/', 'nm2726789/', 'nm2705126/', 'nm2646294/', 'nm0267812/', 'nm1728514/', 'nm0390576/', 'nm2633591/', 'nm0036886/', 'nm0000667/']	2.1	nm0001317
2899	The Prisoner of Zenda	May	25	1979	12.5	7.0	7.0	/title/tt0029442/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Drama', 'Romance']	['nm0172903/', 'nm0140914/', 'nm0807580/', 'nm0557339/', 'nm0000802/', 'nm0000057/', 'nm0001195/', 'nm0002311/', 'nm0805694/', 'nm0921818/']	5.0	nm0684336
2900	Conviction	Oct	15	2010	12.5	6.797696	11.82698	/name/nm2442289/?ref_=fn_al_nm_1	['English']	['USA']	[]	['', '', '', '', '', '', '', '', '', '']	5.3	
2901	Lars and the Real Girl	Oct	12	2007	12.5	5.95648	11.277119	/title/tt0805564/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama', 'Romance']	['nm0331516/', 'nm0607865/', 'nm0773973/', 'nm0717395/', 'nm0307726/', 'nm0064229/', 'nm0502085/', 'nm0098232/', 'nm0330402/', 'nm0309914/']	7.0	nm0128883
2902	Solitary Man	May	21	2010	12.5	4.360548	4.360548	/title/tt1294213/?ref_=fn_al_tt_1	['English']	['UK']	['Comedy', 'Drama', 'Romance']	['nm0000140/', 'nm0000215/', 'nm0000362/', 'nm0000571/', 'nm0278979/', 'nm1782299/', 'nm0251986/', 'nm0771493/', 'nm2973456/', 'nm0182345/']	7.1	nm0577647
2903	Dancer in the Dark	Sep	22	2000	12.5	4.157491	45.557491	/title/tt0168629/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Drama', 'Musical']	['nm0001951/', 'nm0000366/', 'nm0001556/', 'nm0001780/', 'nm0001297/', 'nm0786806/', 'nm0467449/', 'nm0000852/', 'nm0665535/', 'nm0266441/']	7.8	nm1757777
2904	Casino Jack	Dec	17	2010	12.5	2.039869	2.272186	/title/tt1194417/?ref_=fn_al_tt_1	['English']	['USA']	['Biography', 'Comedy', 'Crime']	['nm0000228/', 'nm0551154/', 'nm0001295/', 'nm1754070/', 'nm0001608/', 'nm0732758/', 'nm0918121/', 'nm0308208/', 'nm4215323/', 'nm2086925/']	7.0	nm0432627
2905	Oscar and Lucinda	Dec	31	1997	12.5	1.612957	1.612957	/title/tt0119843/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance']	['nm0000146/', 'nm0000949/', 'nm0001354/', 'nm0929489/', 'nm0746896/', 'nm0751085/', 'nm0113125/', 'nm0126330/', 'nm0442997/', 'nm0653222/']	7.0	nm0214036
2906	The Funeral	Nov	1	1996	12.5	1.212799	1.412799	/title/tt0116378/?ref_=fn_al_tt_1	['English']	['USA', '']	['Crime', 'Drama']	['nm0000686/', 'nm0001606/', 'nm0001711/', 'nm0000618/', 'nm0001252/', 'nm0001125/', 'nm0001543/', 'nm0893247/', 'nm0004272/', 'nm0034519/']	5.7	nm0704164
2907	Tae Guik Gi: The Brotherhood of War	Sep	3	2004	12.5	1.110186	69.826708	/title/tt0386064/?ref_=fn_al_tt_1	['German', 'English', 'French']	['UK', 'Luxembourg']	['Action', 'Drama', 'War']	['nm0417520/', 'nm1047193/', 'nm0497249/', 'nm1045837/', 'nm1208172/', 'nm1045777/', 'nm3759582/', 'nm1594301/', 'nm1155473/', 'nm1464070/']	5.9	nm0163706
2908	The Perfect Game	Apr	16	2010	12.5	1.089445	3.931367	/title/tt0473102/?ref_=fn_al_tt_1	['Mandarin']	['']	['Comedy', 'Drama', 'Family']	['nm1545471/', 'nm1429242/', 'nm2030779/', 'nm2452327/', 'nm2105766/', 'nm1685235/', 'nm1727825/', 'nm1351586/', 'nm2245161/', 'nm0004286/']	7.1	nm0939202
2909	Ernest et Celestine	Mar	1	2013	12.5	0.292562	9.376444	/title/tt1816518/?ref_=fn_al_tt_1	['English', 'Indonesian']	['China', '']	['Animation', 'Comedy', 'Crime']	['nm0001845/', 'nm0933727/', 'nm5312818/', 'nm3237775/', 'nm0000002/', 'nm0519735/', 'nm0316079/', 'nm0577616/', 'nm0000513/', 'nm3102740/']	6.8	nm0480843
2910	A Little Bit of Heaven	May	4	2012	12.5	0.010011	1.100287	/title/tt1440161/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama', 'Fantasy']	['nm0005028/', 'nm0305558/', 'nm0000870/', 'nm0700577/', 'nm0539082/', 'nm1679669/', 'nm0000155/', 'nm0001852/', 'nm0001836/', 'nm0227759/']	6.3	nm0400486
2911	The Land Before Time	Nov	18	1988	12.3	48.092846	81.972846	/title/tt0095489/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Adventure', 'Drama']	['nm0058279/', 'nm0385757/', 'nm0198925/', 'nm0001726/', 'nm0259984/', 'nm0126312/', 'nm0404532/', 'nm0752900/', '', '']	7.5	nm0524190
2912	Jaws	Jun	20	1975	12.0	260.0	470.7	/title/tt0073195/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA', 'Poland']	['Adventure', 'Drama', 'Thriller']	['nm0001702/', 'nm0001727/', 'nm0000377/', 'nm0308882/', 'nm0358069/', 'nm0331956/', 'nm0469552/', 'nm0045681/', 'nm0277204/', 'nm0343722/']	7.1	nm0601859
2913	The Exorcist	Dec	26	1973	12.0	202.347346	400.214478	/title/tt5368542/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Horror', 'Thriller']	['nm1270781/', 'nm0199842/', 'nm5339326/', 'nm2453033/', 'nm3526370/', 'nm0001688/', 'nm0000133/', 'nm4050835/', 'nm3203814/', 'nm5331248/']	7.3	nm0307497
2914	The Fault in Our Stars	Jun	6	2014	12.0	124.87235	307.166834	/title/tt2582846/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance']	['nm0940362/', 'nm5052065/', 'nm1822659/', 'nm0000368/', 'nm0870794/', 'nm0000353/', 'nm2551311/', 'nm0209192/', 'nm0468414/', 'nm1541187/']	5.1	nm0005069
2915	American Pie	Jul	9	1999	12.0	101.800948	234.723148	/title/tt0163651/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy']	['nm0004755/', 'nm0005098/', 'nm0005272/', 'nm0004989/', 'nm0002436/', 'nm0005346/', 'nm0858776/', 'nm0005405/', 'nm0506405/', 'nm0005169/']	6.8	nm0114197
2916	Think Like a Man	Apr	20	2012	12.0	91.547205	113.373764	/title/tt1621045/?ref_=fn_al_tt_1	['Spanish', 'English']	['Australia', 'USA']	['Comedy', 'Romance']	['nm1013003/', 'nm1483196/', 'nm0328709/', 'nm0356021/', 'nm0366389/', 'nm0378245/', 'nm2413125/', 'nm0507338/', 'nm0539082/', 'nm0654139/']	7.2	nm0004303
2917	Heaven is for Real	Apr	16	2014	12.0	91.386097	100.919111	/title/tt1929263/?ref_=fn_al_tt_1	['English', 'French']	['Mexico']	['Biography', 'Drama', 'Family']	['nm0001427/', 'nm0717709/', 'nm0002006/', 'nm5889877/', 'nm4833721/', 'nm0553269/', 'nm0889846/', 'nm1595154/', 'nm0330115/', 'nm0602813/']	6.4	nm0919369
2918	The Golden Child	Dec	12	1986	12.0	79.817937	79.817937	/title/tt0091129/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Comedy']	['nm0714164/', 'nm0000552/', 'nm0001097/', 'nm0001470/', 'nm0939378/', 'nm0002012/', 'nm0393222/', 'nm0787695/', 'nm0517762/', 'nm0498365/']	6.4	nm0154716
2919	Star Trek II: The Wrath of Khan	Jun	4	1982	12.0	78.912963	95.8	/title/tt0084726/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Sci-Fi']	['nm0000638/', 'nm0000559/', 'nm0001420/', 'nm0001150/', 'nm0000479/', 'nm0001786/', 'nm0629667/', 'nm0000935/', 'nm0125190/', 'nm0934902/']	6.0	nm0007082
2920	Barbershop	Sep	13	2002	12.0	75.781642	77.063461	/title/tt0303714/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama']	['nm0001084/', 'nm0026364/', 'nm0147825/', 'nm0859503/', 'nm1073992/', 'nm0004949/', 'nm1013003/', 'nm1120315/', 'nm0202966/', 'nm0507320/']	7.4	nm0160602
2921	WarGames	Jun	3	1983	12.0	74.433837	74.433837	/title/tt0086567/?ref_=fn_al_tt_1	['English']	['USA']	['Sci-Fi', 'Thriller']	['nm0000111/', 'nm0001056/', 'nm0939795/', 'nm0000639/', 'nm0179224/', 'nm0165536/', 'nm5911607/', 'nm0513731/', 'nm0234154/', 'nm0582778/']	7.0	nm1049433
2922	Ace Ventura: Pet Detective	Feb	4	1994	12.0	72.217396	107.217396	/title/tt0109040/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy']	['nm0000120/', 'nm0001073/', 'nm0000707/', 'nm0005159/', 'nm0547755/', 'nm0932244/', 'nm0263283/', 'nm1807200/', 'nm0001424/', 'nm0012376/']	5.7	nm0000142
2923	Act of Valor	Feb	24	2012	12.0	70.012847	82.497035	/title/tt1591479/?ref_=fn_al_tt_1	['English']	['UK', 'Australia', 'USA']	['Action', 'Adventure', 'Drama']	['nm5266328/', 'nm5266262/', 'nm5266331/', 'nm5266257/', 'nm5266327/', 'nm5266322/', 'nm5266304/', 'nm5266235/', 'nm5266334/', 'nm5266303/']	4.6	nm0649117
2924	Witness	Feb	8	1985	12.0	65.532576	65.532576	/title/tt0090329/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Drama', 'Romance']	['nm0000148/', 'nm0000534/', 'nm0813977/', 'nm0001305/', 'nm0747962/', 'nm0324231/', 'nm0000418/', 'nm0421116/', 'nm0526985/', 'nm0532815/']	6.8	nm0689187
2925	Step Up	Aug	11	2006	12.0	65.328121	110.989157	/title/tt0462590/?ref_=fn_al_tt_1	['Italian', 'Japanese', 'Spanish', 'Chinese']	['USA', 'France']	['Crime', 'Drama', 'Music']	['nm1475594/', 'nm1564087/', 'nm1690482/', 'nm2026113/', 'nm1276562/', 'nm0796676/', 'nm0341737/', 'nm1259068/', 'nm2081900/', 'nm1351987/']	7.7	nm0756114
